"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Chlorophyll-a (μg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"North Western","NM1","2022-05-11","1","Bottom Water","0.5","2","0.03","0.24","0.092","0.01","0.12","2.4","86","5.9","4700","7.5","8","24.7","31.8"
"North Western","NM1","2022-06-23","1","Surface Water","<0.1","9.2","0.05","1.51","0.011","<0.002","1.38","1.2","72","5.5","420","15.6","7.7","27.6","5.3"
"North Western","NM1","2022-06-23","1","Middle Water","<0.1","4.6","0.04","0.75","0.027","<0.002","0.7","1.6","56","3.9","2300","8","7.9","25.4","30.6"
"North Western","NM1","2022-06-23","1","Bottom Water","<0.1","20","0.04","0.49","0.015","0.017","0.41","0.3","55","3.8","900","16.1","7.9","25.2","32.5"
"North Western","NM1","2022-07-14","1","Surface Water","0.7","5.6","0.03","1.06","0.033","<0.002","0.84","6.1","83","5.8","330","8.1","7.8","28.6","18.9"
"North Western","NM1","2022-07-14","1","Middle Water","0.7","6","0.06","0.9","0.046","<0.002","0.73","3.7","48","3.3","620","9.1","7.7","26.3","29"
"North Western","NM1","2022-07-14","1","Bottom Water","0.5","8.4","0.04","0.46","0.048","0.016","0.35","1","43","3","600","10.4","7.7","26","30.1"
"North Western","NM1","2022-08-29","1","Surface Water","0.9","5.1","0.05","0.49","0.096","0.019","0.46","1.3","58","4.4","3900","99.5","7.3","28.2","27.5"
"North Western","NM1","2022-08-29","1","Middle Water","0.7","11","0.06","0.43","0.11","0.021","0.38","1","58","3.9","7300","71.6","7.4","27.5","29.3"
"North Western","NM1","2022-08-29","1","Bottom Water","0.6","9.9","0.05","0.4","0.092","0.017","0.31","1","58","3.9","3700","80.2","7.3","27.4","29.7"
"North Western","NM1","2022-09-08","1","Surface Water","1.2","3.1","0.07","0.48","0.053","0.008","0.26","5.3","81","5.3","10","21.6","7.6","28.6","30"
"North Western","NM1","2022-09-08","1","Middle Water","0.8","4.1","0.07","0.52","0.076","0.007","0.28","4.5","76","5.1","180","30.5","7.4","27.7","30.6"
"North Western","NM1","2022-09-08","1","Bottom Water","0.5","4.7","0.08","0.57","0.086","0.017","0.28","2.3","65","4.3","770","43.1","7.3","27.3","31.3"
"North Western","NM1","2022-10-07","1","Surface Water","0.2","9.5","0.06","0.58","0.089","0.032","0.49","1","81","5.3","15","4","7.8","29.1","29.5"
"North Western","NM1","2022-10-07","1","Middle Water","<0.1","3.1","0.08","0.52","0.1","0.032","0.48","0.6","73","4.7","70","4.1","7.8","28.9","30.8"
"North Western","NM1","2022-10-07","1","Bottom Water","<0.1","6.7","0.07","0.48","0.11","0.028","0.36","0.5","71","4.6","670","4.2","7.9","28.8","31.6"
"North Western","NM1","2022-11-17","1","Surface Water","0.2","2.2","0.1","0.77","0.091","0.023","0.48","1","72","5","15","30.7","7.5","24.5","31.5"
"North Western","NM1","2022-11-17","1","Middle Water","0.2","3","0.09","0.84","0.091","0.017","0.46","0.4","82","5.7","24","42.3","7.3","24.2","31.7"
"North Western","NM1","2022-11-17","1","Bottom Water","0.2","4","0.1","0.7","0.14","0.026","0.46","0.6","76","5.3","68","38.6","7.2","24.2","32.2"
"North Western","NM1","2022-12-07","1","Surface Water","0.3","7.8","0.06","0.9","0.13","0.007","0.19","0.9","72","5.2","5000","5.9","7.5","22.7","32.9"
"North Western","NM1","2022-12-07","1","Middle Water","0.3","9.1","0.06","0.9","0.14","0.007","0.21","0.4","82","5.8","3900","5.8","7.5","22.9","33.1"
"North Western","NM1","2022-12-07","1","Bottom Water","0.1","13","0.06","0.9","0.13","0.008","0.19","0.3","83","5.9","4800","5.7","7.5","22.9","33.1"
"North Western","NM1","2023-01-05","1","Surface Water","1.4","8.1","0.07","0.9","0.12","0.018","0.29","0.4","81","6.2","2400","4.2","7.7","18.5","33"
"North Western","NM1","2023-01-05","1","Middle Water","1.2","12","0.07","0.95","0.1","0.014","0.24","0.4","84","6.5","1700","3.9","7.6","18.4","33"
"North Western","NM1","2023-01-05","1","Bottom Water","0.9","14","0.07","0.72","0.11","0.017","0.26","0.5","84","6.5","1600","4.5","7.4","18.4","33"
"North Western","NM1","2023-02-10","1","Surface Water","0.6","5","0.06","0.9","0.09","0.01","0.24","1.1","105","8.1","86","3.9","7.9","18.3","31.7"
"North Western","NM1","2023-02-10","1","Middle Water","0.9","8.4","0.09","1","0.1","0.017","0.25","2.1","106","8.3","70","3.1","7.8","18.3","31.7"
"North Western","NM1","2023-02-10","1","Bottom Water","0.8","7.2","0.07","1.01","0.11","0.014","0.27","1.6","107","8.3","100","4","7.7","18.3","31.7"
"North Western","NM1","2023-03-20","1","Surface Water","0.7","7.6","0.07","0.51","0.13","0.012","0.28","0.5","86","6.3","14","0.8","7.6","21.6","31"
"North Western","NM1","2023-03-20","1","Middle Water","0.5","13","0.07","0.56","0.14","0.018","0.28","1.4","88","6.5","670","3.1","7.6","21.3","32.2"
"North Western","NM1","2023-03-20","1","Bottom Water","0.6","10","0.07","0.58","0.14","0.013","0.23","1.3","88","6.4","2100","3.2","7.4","21.2","32.4"
"North Western","NM1","2023-04-21","1","Surface Water","0.6","4.3","0.05","0.62","0.11","0.003","0.46","0.9","70","5","140","61","7.3","24","29.1"
"North Western","NM1","2023-04-21","1","Middle Water","0.6","4.3","0.05","0.79","0.12","<0.002","0.42","1.2","86","6.1","390","3.2","7.2","23.9","30.3"
"North Western","NM1","2023-04-21","1","Bottom Water","0.7","8.2","0.04","0.65","0.1","<0.002","0.37","0.4","86","6.1","470","4.5","7.1","23.8","31.1"
"North Western","NM1","2023-05-12","1","Surface Water","0.5","5.4","0.05","1.06","0.1","<0.002","0.49","1","78","5.5","5","3.4","7.6","24.9","29.5"
"North Western","NM1","2023-05-12","1","Middle Water","0.4","5","0.05","1.02","0.14","<0.002","0.38","0.5","78","5.4","2800","2.4","7.5","24.8","31.3"
"North Western","NM1","2023-05-12","1","Bottom Water","0.3","18","0.08","1.02","0.16","0.015","0.32","0.7","75","5.2","5400","3.7","7.4","24.7","32.2"
"North Western","NM1","2023-06-14","1","Surface Water","1.1","3.8","0.03","1.02","0.039","0.018","0.7","8","109","7.4","9","4.2","8.2","29.2","21.9"
"North Western","NM1","2023-06-14","1","Middle Water","1.1","5.4","0.03","0.79","0.047","0.01","0.54","7.9","81","5.4","800","4.6","8","28.2","27.5"
"North Western","NM1","2023-06-14","1","Bottom Water","0.8","6.2","0.04","0.71","0.053","<0.002","0.44","6.1","68","4.6","1400","11.5","8","27.2","30.3"
"North Western","NM1","2023-07-12","1","Surface Water","3","6.5","0.04","1.2","0.074","0.018","0.84","36","145","9.9","3","3.7","8.4","30.3","17.8"
"North Western","NM1","2023-07-12","1","Middle Water","2.8","4.6","0.05","1.15","0.056","0.015","0.62","10","73","5","5","4.1","8","26.1","29.2"
"North Western","NM1","2023-07-12","1","Bottom Water","1.8","13","0.07","1.08","0.024","0.014","0.24","5.5","54","3.7","71","14.2","8","24.5","32.4"
"North Western","NM1","2023-08-16","1","Surface Water","0.7","4","0.04","0.75","0.056","0.008","0.67","1.9","90","6","5","10.2","7.8","28.6","25"
"North Western","NM1","2023-08-16","1","Middle Water","0.4","8.1","0.05","0.59","0.062","0.015","0.44","1","54","3.7","320","6.9","7.8","25.3","31.7"
"North Western","NM1","2023-08-16","1","Bottom Water","0.4","23","0.05","0.45","0.055","0.014","0.32","1.5","50","3.4","340","14.3","7.8","24.7","32.5"
"North Western","NM1","2023-09-07","1","Surface Water","0.3","5.7","0.1","0.88","0.068","0.024","0.75","0.5","59","4.1","1","3","7.4","27.4","25.5"
"North Western","NM1","2023-09-07","1","Middle Water","0.4","3.8","0.08","0.62","0.078","0.023","0.51","1.1","68","4.6","33","3.8","7.5","26","30.5"
"North Western","NM1","2023-09-07","1","Bottom Water","0.1","5.3","0.08","0.49","0.099","0.016","0.39","0.5","66","4.5","110","10.2","7.5","25.7","31.8"
"North Western","NM1","2023-10-19","1","Surface Water","<0.1","13","0.05","0.35","0.085","0.019","0.2","0.6","65","4.3","270","1.1","7.5","26.9","31.3"
"North Western","NM1","2023-10-19","1","Middle Water","<0.1","13","0.1","0.35","0.085","0.021","0.2","0.8","80","5.3","190","1.2","7.6","27.1","31.4"
"North Western","NM1","2023-10-19","1","Bottom Water","<0.1","16","0.05","0.34","0.085","0.023","0.2","0.5","80","5.3","150","1.3","7.6","27.1","31.4"
"North Western","NM1","2023-11-20","1","Surface Water","0.2","4.2","0.08","0.39","0.062","0.019","0.23","0.6","72","5.1","18","2.2","8.1","23.5","31.9"
"North Western","NM1","2023-11-20","1","Middle Water","0.2","4.7","0.15","0.51","0.065","0.011","0.22","0.6","89","6.3","59","2.6","8.2","23.4","31.9"
"North Western","NM1","2023-11-20","1","Bottom Water","0.2","5.8","0.09","0.52","0.069","0.015","0.23","0.3","87","6.1","79","5.9","8.1","23.5","32"
"North Western","NM1","2023-12-02","1","Surface Water","0.6","3","0.06","0.62","0.072","0.019","0.35","1.3","75","5.3","130","0.5","7.9","23.3","31.3"
"North Western","NM1","2023-12-02","1","Middle Water","0.6","3.1","0.1","0.69","0.082","0.017","0.36","0.7","85","6","220","0.6","7.9","23.4","31.5"
"North Western","NM1","2023-12-02","1","Bottom Water","0.5","3.8","0.07","0.64","0.08","0.017","0.35","0.9","84","6","290","0.6","7.9","23.5","31.6"
"North Western","NM1","2024-01-17","1","Surface Water","3.2","2","0.03","0.4","0.064","0.011","0.27","5","73","5.5","45","0.6","8","20.2","31.2"
"North Western","NM1","2024-01-17","1","Middle Water","1.1","2.4","0.03","0.41","0.074","<0.002","0.27","3.3","99","7.4","170","0.5","8.1","20.1","31.5"
"North Western","NM1","2024-01-17","1","Bottom Water","1.2","2.6","0.04","0.39","0.069","<0.002","0.28","3.5","98","7.4","81","0.6","8.1","20.1","31.6"
"North Western","NM1","2024-02-24","1","Surface Water","0.4","1.6","0.05","0.55","0.16","0.016","0.36","1.7","74","5.6","3800","0.5","8.1","20.3","32.1"
"North Western","NM1","2024-02-24","1","Middle Water","0.7","3.8","0.05","0.51","0.16","0.012","0.36","1.9","86","6.4","5300","0.5","8.1","20.3","32.3"
"North Western","NM1","2024-02-24","1","Bottom Water","0.8","3.8","0.05","0.52","0.18","0.016","0.36","1.2","85","6.3","7400","0.6","8.1","20.3","32.7"
"North Western","NM1","2024-03-14","1","Surface Water","0.2","4.8","0.06","0.46","0.16","0.018","0.31","0.2","76","5.7","1700","7.8","7.8","19.6","33.3"
"North Western","NM1","2024-03-14","1","Middle Water","0.3","9.9","0.07","0.45","0.16","0.017","0.31","0.5","85","6.4","2400","8.8","7.8","19.6","33.3"
"North Western","NM1","2024-03-14","1","Bottom Water","0.3","13","0.07","0.45","0.16","0.016","0.3","1.1","85","6.4","2000","9.9","7.8","19.6","33.3"
"North Western","NM1","2024-04-18","1","Surface Water","1.5","3.4","0.06","0.77","0.032","<0.002","0.52","7.1","91","6.5","40","1.3","8.4","27","20.2"
"North Western","NM1","2024-04-18","1","Middle Water","1.3","1.5","0.07","0.88","0.075","0.004","0.55","5.4","78","5.4","2200","2.6","8.2","24.5","32.1"
"North Western","NM1","2024-04-18","1","Bottom Water","0.8","2.4","0.09","0.52","0.12","0.018","0.34","1.6","75","5.2","3700","4.7","8.2","24.4","32.7"
"North Western","NM1","2024-05-16","1","Surface Water","3.6","6.6","0.06","0.84","0.06","0.014","0.51","37","111","8","80","3.6","8.4","25.9","21.9"
"North Western","NM1","2024-05-16","1","Middle Water","2.4","5","0.06","0.6","0.064","0.002","0.37","15","89","6.1","190","2.5","8.1","25.8","30.4"
"North Western","NM1","2024-05-16","1","Bottom Water","1.9","3.4","0.07","0.42","0.07","0.005","0.24","7.8","85","5.8","2400","4.7","8.1","25.8","30.7"
"North Western","NM1","2024-06-20","1","Surface Water","0.7","4.3","0.05","1.69","0.017","0.033","1.45","2.4","106","7.8","190","6.5","7.8","28.9","8.8"
"North Western","NM1","2024-06-20","1","Middle Water","0.5","3.6","0.06","1.4","0.015","0.029","1.24","1","64","4.6","340","3.6","8","27.4","18.3"
"North Western","NM1","2024-06-20","1","Bottom Water","0.4","1.7","0.07","0.91","0.022","0.027","0.73","1","61","4.1","430","9.8","8","26.4","31.8"
"North Western","NM1","2024-07-15","1","Surface Water","1.7","5.9","0.04","1.16","0.018","0.002","0.82","27","108","7.5","<1","2.2","8.2","29.6","16.1"
"North Western","NM1","2024-07-15","1","Middle Water","1.4","5.3","0.09","0.81","0.058","0.016","0.59","7.9","80","5.6","26","3.6","7.8","26.7","25.7"
"North Western","NM1","2024-07-15","1","Bottom Water","0.4","5.5","0.07","0.32","0.023","0.02","0.25","1.5","80","5.5","42","7.3","7.7","26.1","29.8"
"North Western","NM1","2024-08-14","1","Surface Water","0.8","5.8","0.06","1.1","0.006","0.035","0.8","16","77","5.3","3","2.8","8.1","28.4","20.4"
"North Western","NM1","2024-08-14","1","Middle Water","0.7","4.9","0.11","0.66","0.03","0.019","0.42","5.3","57","4","48","4.4","7.9","25.6","27.3"
"North Western","NM1","2024-08-14","1","Bottom Water","0.4","15","0.15","0.4","0.014","0.018","0.2","2.2","67","4.7","87","6.8","7.9","25.5","28.6"
"North Western","NM1","2024-09-23","1","Surface Water","<0.1","3.6","0.08","0.63","0.064","0.03","0.58","1.4","116","7.7","62","3.8","7.7","28.9","26.1"
"North Western","NM1","2024-09-23","1","Middle Water","0.2","3.6","0.08","0.7","0.16","0.03","0.57","1.5","49","3.2","590","5.4","7.8","29.1","28.5"
"North Western","NM1","2024-09-23","1","Bottom Water","<0.1","16","0.07","0.51","0.12","0.02","0.44","1.6","59","3.9","1300","11.5","7.9","29.2","29.7"
"North Western","NM1","2024-10-16","1","Surface Water","1","1.4","0.17","0.43","0.12","0.011","0.31","2.6","93","6.1","24","6","7.6","28.5","31.1"
"North Western","NM1","2024-10-16","1","Middle Water","0.7","5.4","0.17","0.42","0.15","0.011","0.32","1.3","60","3.9","90","7.9","7.7","28.4","31.7"
"North Western","NM1","2024-10-16","1","Bottom Water","0.5","6.9","0.16","0.41","0.15","0.013","0.31","1.1","45","2.9","64","15.9","7.7","28.4","31.8"
"North Western","NM1","2024-11-20","1","Surface Water","<0.1","7.2","0.09","0.56","0.062","0.028","0.4","0.9","99","6.9","330","6","7.6","24.5","30.9"
"North Western","NM1","2024-11-20","1","Middle Water","0.4","13","0.1","0.72","0.065","0.024","0.4","0.8","71","4.9","390","11.1","7.6","25.1","31.7"
"North Western","NM1","2024-11-20","1","Bottom Water","0.1","13","0.14","0.65","0.046","0.027","0.39","1.1","66","4.5","330","13.8","7.6","25.2","31.8"
"North Western","NM1","2024-12-04","1","Surface Water","0.7","7.1","0.09","0.53","0.087","0.025","0.39","1.6","72","5.2","210","0.8","7.6","22.5","31.9"
"North Western","NM1","2024-12-04","1","Middle Water","0.4","9","0.08","0.52","0.095","0.028","0.4","1.3","66","4.8","200","6.1","7.6","22.4","31.9"
"North Western","NM1","2024-12-04","1","Bottom Water","0.5","16","0.08","0.52","0.084","0.027","0.39","2.1","63","4.6","220","9.1","7.5","22.4","31.9"
"North Western","NM2","1986-01-30","1","Surface Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","86","N/A","160","8.6","N/A","16.8","32.4"
"North Western","NM2","1986-01-30","1","Middle Water","0.9","46","0.04","N/A","N/A","N/A","N/A","1.8","86","N/A","160","3.7","8.2","16.6","32.4"
"North Western","NM2","1986-01-30","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88","N/A","90","16","N/A","16.5","32.5"
"North Western","NM2","1986-03-14","1","Surface Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","94","N/A","230","4","N/A","15.7","31.8"
"North Western","NM2","1986-03-14","1","Middle Water","1.3","25","0.04","N/A","N/A","N/A","N/A","1","95","N/A","50","4.6","8.1","15.5","31.8"
"North Western","NM2","1986-03-14","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","97","N/A","100","4.3","N/A","15.5","31.9"
"North Western","NM2","1986-05-19","1","Surface Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.9","101","6.8","18","1.4","N/A","26","29.3"
"North Western","NM2","1986-05-19","1","Middle Water","2.3","7","0.02","0.57","N/A","N/A","N/A","N/A","100","6.9","N/A","1.3","8.3","26","29.5"
"North Western","NM2","1986-05-19","1","Bottom Water","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","97","6.6","71","1.7","N/A","26","29.2"
"North Western","NM2","1986-07-14","1","Surface Water","0.8","1.5","0.03","1.06","0.026","0.029","0.6","1.1","92","6.2","110","5.5","7.6","27.5","12.7"
"North Western","NM2","1986-07-14","1","Middle Water","0.9","3","0.05","0.62","0.036","0.029","0.44","1.1","91","6.2","N/A","2.3","8","27.3","12.5"
"North Western","NM2","1986-07-14","1","Bottom Water","0.6","6","0.06","0.86","0.068","0.039","0.65","1","88","6.1","550","7.6","7.8","26.9","16.8"
"North Western","NM2","1986-09-29","1","Surface Water","1.3","3","0.03","0.32","<0.005","0.01","0.09","11","125","8.4","33","7","8.2","27.5","24.8"
"North Western","NM2","1986-09-29","1","Middle Water","1.9","4","0.02","0.33","<0.005","0.01","0.13","23","83","5.4","N/A","8.5","8.1","27.5","27"
"North Western","NM2","1986-09-29","1","Bottom Water","1.4","7","<0.02","0.55","0.02","0.01","0.13","5.3","77","5","1800","12","8","27.6","29.8"
"North Western","NM2","1986-11-27","1","Surface Water","N/A","8.5","0.08","0.6","0.119","0.05","0.28","1.5","83","6.1","1500","7.1","8.2","20.9","33.2"
"North Western","NM2","1986-11-27","1","Bottom Water","N/A","7","0.07","0.6","0.119","0.07","0.27","0.6","80","5.9","1400","6.7","8.1","20.9","33.2"
"North Western","NM2","1987-01-19","1","Surface Water","2.3","4","0.05","0.39","0.015","0.02","0.05","6.5","103","8","4800","4.7","8.3","18.3","31.1"
"North Western","NM2","1987-01-19","1","Bottom Water","2.1","7","0.06","0.36","0.019","0.02","0.06","6.3","103","8","5900","8.8","8.3","18.3","31.2"
"North Western","NM2","1987-03-23","1","Surface Water","1.5","7","0.09","0.98","0.028","0.089","0.54","0.4","99","7.1","98","4.9","8.1","23","21.8"
"North Western","NM2","1987-03-23","1","Bottom Water","0.7","11","0.1","0.68","0.1","0.07","0.5","1","94","6.8","630","2.4","8","22.6","24.5"
"North Western","NM2","1987-05-25","1","Surface Water","1.4","4.5","0.03","1.09","0.02","0.01","0.88","6.1","91","6.7","250","9.9","8","26","15.6"
"North Western","NM2","1987-05-25","1","Bottom Water","1.1","13","0.04","1.27","0.02","0.01","0.99","2.9","77","5.5","1500","14.9","7.9","25.1","25.8"
"North Western","NM2","1987-07-24","1","Surface Water","0.6","3.5","0.04","0.57","0.024","0.016","0.41","1.1","76","5.4","250","3.2","8","27.5","19.7"
"North Western","NM2","1987-07-24","1","Bottom Water","0.4","9.5","0.04","0.56","0.018","0.013","0.39","1.3","71","5","820","12.5","7.9","27.1","21.2"
"North Western","NM2","1987-09-21","1","Surface Water","0.5","4.5","0.1","0.75","0.076","0.033","0.22","2.3","68","4.4","1700","10.5","8","27.9","29.3"
"North Western","NM2","1987-09-21","1","Bottom Water","0.7","7.5","0.88","0.77","0.074","0.041","0.21","3.1","66","4.2","440","26","8","27.9","29.4"
"North Western","NM2","1987-11-23","1","Surface Water","0.9","10","0.07","0.63","0.088","0.02","0.2","0.6","84","5.9","1500","11.5","8","23.3","32.8"
"North Western","NM2","1987-11-23","1","Bottom Water","0.5","22","0.1","0.59","0.075","0.02","0.18","0.6","86","6","2000","20","8","23.3","33.3"
"North Western","NM2","1988-01-12","1","Surface Water","0.8","4.5","0.06","0.68","0.075","0.019","0.23","1.7","88","6.8","40","9.9","8","18.5","31"
"North Western","NM2","1988-01-12","1","Bottom Water","1","7.5","0.03","0.59","0.088","0.028","0.24","8.8","88","6.9","20","5.9","8","18.5","31"
"North Western","NM2","1988-03-24","1","Surface Water","0.5","13","0.06","0.75","0.093","0.029","0.2","2.3","85","6.8","60","10.1","8.1","17","31.2"
"North Western","NM2","1988-03-24","1","Bottom Water","0.6","17","0.06","0.72","0.095","0.026","0.2","1.1","86","7","60","13.4","8.1","16.9","31.3"
"North Western","NM2","1988-05-16","1","Surface Water","0.8","2","0.04","1.19","0.048","0.021","0.29","3.4","82","5.8","400","6.1","8.1","25.2","26.7"
"North Western","NM2","1988-05-16","1","Bottom Water","0.5","3","0.03","0.69","0.046","0.017","0.2","1.9","79","5.4","100","6.7","8.1","24.5","29.5"
